game_datetime,team_home,team_away,odds_home,odds_away,outcome,score_home,score_away,game_url

2022-06-02 21:00:00,Golden State Warriors,Boston Celtics,0.6254681647940075,0.4098360655737705,AWAY,108,120,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-boston-celtics-MweE8wV8/

2022-05-29 20:30:00,Miami Heat,Boston Celtics,0.4366812227074236,0.6031746031746031,AWAY,96,100,https://www.oddsportal.com/basketball/usa/nba/miami-heat-boston-celtics-rT3Y12F8/

2022-05-27 20:30:00,Boston Celtics,Miami Heat,0.8,0.23923444976076555,AWAY,103,111,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-miami-heat-jgD1CVDR/

2022-05-26 21:00:00,Golden State Warriors,Dallas Mavericks,0.7354497354497355,0.3021148036253776,HOME,120,110,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-dallas-mavericks-OtIg2e4e/

2022-05-25 20:30:00,Miami Heat,Boston Celtics,0.4166666666666667,0.6168582375478927,AWAY,80,93,https://www.oddsportal.com/basketball/usa/nba/miami-heat-boston-celtics-A9SMdqF0/

2022-05-24 21:00:00,Dallas Mavericks,Golden State Warriors,0.5515695067264574,0.4854368932038835,HOME,119,109,https://www.oddsportal.com/basketball/usa/nba/dallas-mavericks-golden-state-warriors-YgG7QezC/

2022-05-23 20:30:00,Boston Celtics,Miami Heat,0.7245179063360881,0.30959752321981426,HOME,102,82,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-miami-heat-zq65fkdd/

2022-05-22 21:00:00,Dallas Mavericks,Golden State Warriors,0.6031746031746031,0.4329004329004329,AWAY,100,109,https://www.oddsportal.com/basketball/usa/nba/dallas-mavericks-golden-state-warriors-6XqBRyL5/

2022-05-21 20:30:00,Boston Celtics,Miami Heat,0.6941896024464832,0.3424657534246575,AWAY,103,109,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-miami-heat-O821eVtj/

2022-05-20 21:00:00,Golden State Warriors,Dallas Mavericks,0.7142857142857143,0.32362459546925565,HOME,126,117,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-dallas-mavericks-Sto7SH5a/

2022-05-19 20:30:00,Miami Heat,Boston Celtics,0.5348837209302325,0.5,AWAY,102,127,https://www.oddsportal.com/basketball/usa/nba/miami-heat-boston-celtics-Uo3cdBRq/

2022-05-18 21:00:00,Golden State Warriors,Dallas Mavericks,0.6894409937888198,0.3472222222222222,HOME,112,87,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-dallas-mavericks-YJo3Tcjg/

2022-05-17 20:30:00,Miami Heat,Boston Celtics,0.6575342465753424,0.37593984962406013,HOME,118,107,https://www.oddsportal.com/basketball/usa/nba/miami-heat-boston-celtics-SxHV0iJS/

2022-05-15 20:00:00,Phoenix Suns,Dallas Mavericks,0.7297297297297297,0.3076923076923077,AWAY,90,123,https://www.oddsportal.com/basketball/usa/nba/phoenix-suns-dallas-mavericks-vaBUN38J/

2022-05-15 15:30:00,Boston Celtics,Milwaukee Bucks,0.6753246753246753,0.36363636363636365,HOME,109,81,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-milwaukee-bucks-d4iH1SE7/

2022-05-13 22:00:00,Golden State Warriors,Memphis Grizzlies,0.7752808988764045,0.2631578947368421,HOME,110,96,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-memphis-grizzlies-l4eqUpdR/

2022-05-13 19:30:00,Milwaukee Bucks,Boston Celtics,0.5412844036697247,0.49504950495049505,AWAY,95,108,https://www.oddsportal.com/basketball/usa/nba/milwaukee-bucks-boston-celtics-Oj9F84Xo/

2022-05-12 21:30:00,Dallas Mavericks,Phoenix Suns,0.4608294930875576,0.574468085106383,HOME,113,86,https://www.oddsportal.com/basketball/usa/nba/dallas-mavericks-phoenix-suns-AXzGnhuf/

2022-05-12 19:00:00,Philadelphia 76ers,Miami Heat,0.574468085106383,0.45871559633027525,AWAY,90,99,https://www.oddsportal.com/basketball/usa/nba/philadelphia-76ers-miami-heat-0Aunqm9r/

2022-05-11 21:30:00,Memphis Grizzlies,Golden State Warriors,0.3937007874015748,0.6415770609318996,HOME,134,95,https://www.oddsportal.com/basketball/usa/nba/memphis-grizzlies-golden-state-warriors-UPe2w83a/

2022-05-11 19:00:00,Boston Celtics,Milwaukee Bucks,0.6575342465753424,0.37593984962406013,AWAY,107,110,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-milwaukee-bucks-hnuACvaq/

2022-05-10 22:00:00,Phoenix Suns,Dallas Mavericks,0.7461928934010152,0.29069767441860467,HOME,110,80,https://www.oddsportal.com/basketball/usa/nba/phoenix-suns-dallas-mavericks-Q9AkeJNk/

2022-05-10 19:30:00,Miami Heat,Philadelphia 76ers,0.5983935742971888,0.4366812227074236,HOME,120,85,https://www.oddsportal.com/basketball/usa/nba/miami-heat-philadelphia-76ers-SvCgwo24/

2022-05-09 22:00:00,Golden State Warriors,Memphis Grizzlies,0.8402555910543131,0.19569471624266144,HOME,101,98,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-memphis-grizzlies-UgVeJSvH/

2022-05-09 19:30:00,Milwaukee Bucks,Boston Celtics,0.5515695067264574,0.4854368932038835,AWAY,108,116,https://www.oddsportal.com/basketball/usa/nba/milwaukee-bucks-boston-celtics-0YVhrkE8/

2022-05-08 20:00:00,Philadelphia 76ers,Miami Heat,0.5708154506437768,0.4672897196261682,HOME,116,108,https://www.oddsportal.com/basketball/usa/nba/philadelphia-76ers-miami-heat-GMq5Q38k/

2022-05-08 15:30:00,Dallas Mavericks,Phoenix Suns,0.44052863436123346,0.5951417004048583,HOME,111,101,https://www.oddsportal.com/basketball/usa/nba/dallas-mavericks-phoenix-suns-b1iOKjBG/

2022-05-07 20:30:00,Golden State Warriors,Memphis Grizzlies,0.7409326424870466,0.2932551319648094,HOME,142,112,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-memphis-grizzlies-j3WiK8PA/

2022-05-07 15:30:00,Milwaukee Bucks,Boston Celtics,0.574468085106383,0.45871559633027525,HOME,103,101,https://www.oddsportal.com/basketball/usa/nba/milwaukee-bucks-boston-celtics-lbSlqVb2/

2022-05-06 21:30:00,Dallas Mavericks,Phoenix Suns,0.5283018867924528,0.504950495049505,HOME,103,94,https://www.oddsportal.com/basketball/usa/nba/dallas-mavericks-phoenix-suns-pbmKLWeA/

2022-05-06 19:00:00,Philadelphia 76ers,Miami Heat,0.5238095238095238,0.5121951219512195,HOME,99,79,https://www.oddsportal.com/basketball/usa/nba/philadelphia-76ers-miami-heat-4nt1Rqgq/

2022-05-04 22:00:00,Phoenix Suns,Dallas Mavericks,0.7142857142857143,0.3194888178913738,HOME,129,109,https://www.oddsportal.com/basketball/usa/nba/phoenix-suns-dallas-mavericks-2ZcFMCt4/

2022-05-04 19:30:00,Miami Heat,Philadelphia 76ers,0.7752808988764045,0.25839793281653745,HOME,119,103,https://www.oddsportal.com/basketball/usa/nba/miami-heat-philadelphia-76ers-b53YVPpS/

2022-05-03 21:30:00,Memphis Grizzlies,Golden State Warriors,0.4807692307692308,0.5515695067264574,HOME,106,101,https://www.oddsportal.com/basketball/usa/nba/memphis-grizzlies-golden-state-warriors-AiFfLlA4/

2022-05-03 19:00:00,Boston Celtics,Milwaukee Bucks,0.6323529411764706,0.4,HOME,109,86,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-milwaukee-bucks-pQ18zwe2/

2022-05-02 22:00:00,Phoenix Suns,Dallas Mavericks,0.7093023255813954,0.32679738562091504,HOME,121,114,https://www.oddsportal.com/basketball/usa/nba/phoenix-suns-dallas-mavericks-OraBNhRc/

2022-05-02 19:30:00,Miami Heat,Philadelphia 76ers,0.7752808988764045,0.2638522427440633,HOME,106,92,https://www.oddsportal.com/basketball/usa/nba/miami-heat-philadelphia-76ers-KE4UW5VL/

2022-05-01 15:30:00,Memphis Grizzlies,Golden State Warriors,0.45454545454545453,0.5780590717299579,AWAY,116,117,https://www.oddsportal.com/basketball/usa/nba/memphis-grizzlies-golden-state-warriors-W0GjMUfb/

2022-05-01 13:00:00,Boston Celtics,Milwaukee Bucks,0.6575342465753424,0.38022813688212925,AWAY,89,101,https://www.oddsportal.com/basketball/usa/nba/boston-celtics-milwaukee-bucks-6Z24yJud/

2022-04-29 21:00:00,Minnesota Timberwolves,Memphis Grizzlies,0.4854368932038835,0.5495495495495496,AWAY,106,114,https://www.oddsportal.com/basketball/usa/nba/minnesota-timberwolves-memphis-grizzlies-zV2Wt01I/

2022-04-28 22:00:00,Utah Jazz,Dallas Mavericks,0.5024875621890548,0.5348837209302325,AWAY,96,98,https://www.oddsportal.com/basketball/usa/nba/utah-jazz-dallas-mavericks-25MDgwoO/

2022-04-28 19:30:00,New Orleans Pelicans,Phoenix Suns,0.42735042735042733,0.6062992125984252,AWAY,109,115,https://www.oddsportal.com/basketball/usa/nba/new-orleans-pelicans-phoenix-suns-dtT86hMS/

2022-04-28 19:00:00,Toronto Raptors,Philadelphia 76ers,0.5121951219512195,0.5238095238095238,AWAY,97,132,https://www.oddsportal.com/basketball/usa/nba/toronto-raptors-philadelphia-76ers-bcoE4xBg/

2022-04-27 22:00:00,Golden State Warriors,Denver Nuggets,0.8065764023210832,0.2288329519450801,HOME,102,98,https://www.oddsportal.com/basketball/usa/nba/golden-state-warriors-denver-nuggets-KzYqCdhi/

2022-04-27 19:30:00,Milwaukee Bucks,Chicago Bulls,0.9008919722497523,0.1364256480218281,HOME,116,100,https://www.oddsportal.com/basketball/usa/nba/milwaukee-bucks-chicago-bulls-GUNuCSfq/

2022-04-26 22:00:00,Phoenix Suns,New Orleans Pelicans,0.7191011235955056,0.31645569620253167,HOME,112,97,https://www.oddsportal.com/basketball/usa/nba/phoenix-suns-new-orleans-pelicans-23iraSQr/

2022-04-26 19:30:00,Memphis Grizzlies,Minnesota Timberwolves,0.7245179063360881,0.31347962382445144,HOME,111,109,https://www.oddsportal.com/basketball/usa/nba/memphis-grizzlies-minnesota-timberwolves-pStmbntk/

2022-04-26 19:00:00,Miami Heat,Atlanta Hawks,0.6491228070175439,0.38461538461538464,HOME,97,94,https://www.oddsportal.com/basketball/usa/nba/miami-heat-atlanta-hawks-tOVhUPqG/

2022-04-25 21:30:00,Dallas Mavericks,Utah Jazz,0.6031746031746031,0.4329004329004329,HOME,102,77,https://www.oddsportal.com/basketball/usa/nba/dallas-mavericks-utah-jazz-KWmf5vHj/

2022-04-25 20:00:00,Philadelphia 76ers,Toronto Raptors,0.7872340425531915,0.25125628140703515,AWAY,88,103,https://www.oddsportal.com/basketball/usa/nba/philadelphia-76ers-toronto-raptors-8rN9fJVH/

