date,homeTeam,awayTeam,homeScore,awayScore,outcome,eloProbHome,eloProbAway,raptorProbHome,raptorProbAway,betProbHome,betProbAway,eloLogLoss,raptorLogLoss,betLogLoss,eloAbsDiff,raptorAbsDiff,betAbsDiff
2022-06-05,GSW,BOS,107,88,HOME,0.49116631218891554,0.5088336878110844,0.42716470119799416,0.5728352988020058,0.6428801029,0.3558341369,1.0257164814607596,1.2271356601995793,0.730312606468035,0.5088336878110844,0.5728352988020058,0.39722671060397974
2022-06-02,GSW,BOS,108,120,AWAY,0.5269757388715447,0.4730242611284553,0.4751518503139537,0.5248481496860462,0.6027732893960203,0.3949653192027521,1.080013914468373,0.9300280156958471,1.3402021150426948,0.5269757388715447,0.4751518503139538,0.605034680797248
2022-05-29,MIA,BOS,96,100,AWAY,0.5258458259032327,0.4741541740967673,0.495445437776089,0.5045545622239109,0.4208364099802249,0.5812886412139551,1.076571858465712,0.9869178049541096,0.7826733773108643,0.5258458259032327,0.49544543777608907,0.41871135878604493
2022-05-27,BOS,MIA,103,111,AWAY,0.7762635600073506,0.2237364399926493,0.7698596990580204,0.2301403009419795,0.7709723030837721,0.2305539183862954,2.160127847362642,2.119414452142031,2.1168239095606918,0.7762635600073506,0.7698596990580205,0.7694460816137045
2022-05-26,GSW,DAL,120,110,HOME,0.6732111115175269,0.3267888884824731,0.5984881151955487,0.4015118848044513,0.7087642204275417,0.2911526824334486,0.5708691059810302,0.7406054965384469,0.4966223187520985,0.3267888884824731,0.4015118848044513,0.2912357795724583
2022-05-25,MIA,BOS,80,93,AWAY,0.5132871550382779,0.486712844961722,0.4854872357427118,0.5145127642572882,0.40154807452279795,0.5944757700981191,1.0388572452390143,0.9587212263157073,0.7503100857098011,0.513287155038278,0.4854872357427118,0.40552422990188086
2022-05-24,DAL,GSW,119,109,HOME,0.58254029349688,0.41745970650312,0.659122444936586,0.340877555063414,0.5315560161395962,0.4678229994440364,0.7795702524721103,0.6013815958245815,0.911706361835598,0.41745970650312003,0.340877555063414,0.46844398386040376
2022-05-23,BOS,MIA,102,82,HOME,0.7329839873183424,0.2670160126816576,0.7003597370033845,0.2996402629966155,0.6982290485917081,0.2983638943822647,0.4481464131295745,0.5138319478594744,0.5182277159579817,0.26701601268165764,0.2996402629966155,0.3017709514082919
2022-05-22,DAL,GSW,100,109,AWAY,0.6181482382550358,0.3818517617449641,0.64749296608346,0.35250703391654,0.5812886412139551,0.4171928046990108,1.3889154150078091,1.5042760495879448,1.2612138188958661,0.6181482382550358,0.6474929660834601,0.5828071953009892
2022-05-21,BOS,MIA,103,109,AWAY,0.7635469153882819,0.2364530846117181,0.7535003525501258,0.2464996474498741,0.6690011957187165,0.33003951330640924,2.080374132516463,2.020342511662196,1.599289336359826,0.7635469153882819,0.7535003525501259,0.6699604866935908
2022-05-20,GSW,DAL,126,117,HOME,0.6447559921722803,0.3552440078277197,0.6105245483077356,0.3894754516922644,0.6883681277533679,0.31188199962935753,0.6331748188277991,0.7118787898305964,0.538747794424775,0.3552440078277197,0.3894754516922644,0.31163187224663214
2022-05-19,MIA,BOS,102,127,AWAY,0.5581717358179331,0.4418282641820669,0.5293214486306159,0.4706785513693841,0.5154756677594987,0.4818576894273575,1.1784423826427584,1.0871859833899635,1.0533209672545332,0.5581717358179331,0.5293214486306159,0.5181423105726425
2022-05-18,GSW,DAL,112,87,HOME,0.6063872871033199,0.3936127128966801,0.5926514951550007,0.4073485048449993,0.6644248885271637,0.33462339543566494,0.7216885871324012,0.7547441081813678,0.5898219790190443,0.3936127128966801,0.4073485048449993,0.33557511147283625
2022-05-17,MIA,BOS,118,107,HOME,0.5290247651762715,0.4709752348237285,0.5840077247600661,0.4159922752399339,0.6336758655483057,0.3622990146070356,0.918592834248059,0.7759406429064973,0.6581830254133946,0.4709752348237285,0.4159922752399339,0.3663241344516943
2022-05-15,PHO,DAL,90,123,AWAY,0.6691366717601503,0.3308633282398496,0.6914883952002189,0.3085116047997811,0.7032517629480353,0.2965278088783739,1.5956926977620562,1.6966033368831441,1.7537606853956254,0.6691366717601503,0.6914883952002189,0.7034721911216262
2022-05-15,BOS,MIL,109,81,HOME,0.7771143729987178,0.2228856270012822,0.7327422526228393,0.2672577473771607,0.6508207753304569,0.35044195594716904,0.3638011497743155,0.4486222856903182,0.6196677898083425,0.22288562700128223,0.2672577473771607,0.3491792246695431
2022-05-13,GSW,MEM,110,96,HOME,0.615230501866477,0.384769498133523,0.5933951254782678,0.4066048745217322,0.7471501251794982,0.253609310224925,0.7008010639532762,0.7529350192272785,0.4205299414427619,0.384769498133523,0.4066048745217322,0.2528498748205018
2022-05-13,MIL,BOS,95,108,AWAY,0.5119383375396804,0.4880616624603195,0.5828945556131242,0.4171054443868758,0.5216441041507173,0.4770868212152054,1.0348646632758487,1.2615159513519427,1.0676762602316034,0.5119383375396804,0.5828945556131242,0.5229131787847946
2022-05-12,DAL,PHO,113,86,HOME,0.5620689008544681,0.4379310991455318,0.5217950136621929,0.478204986337807,0.44410846951830185,0.5536237282782406,0.8311811017575601,0.9384449372387023,1.171016009924288,0.43793109914553185,0.47820498633780706,0.5558915304816981
2022-05-12,PHI,MIA,90,99,AWAY,0.5982844103549744,0.4017155896450256,0.6955038745439119,0.304496125456088,0.5536237282782406,0.44207127470399765,1.3157536447881542,1.7155042241312912,1.1776491022567352,0.5982844103549745,0.6955038745439119,0.5579287252960023
2022-05-11,MEM,GSW,134,95,HOME,0.6129704445331813,0.3870295554668187,0.5738910565596952,0.4261089434403048,0.3794155034861083,0.6182976803404802,0.7061105814172509,0.8011512030706325,1.3981494642519743,0.3870295554668187,0.4261089434403048,0.6205844965138917
2022-05-11,BOS,MIL,107,110,AWAY,0.7726556064935878,0.2273443935064122,0.7010890710591876,0.2989109289408124,0.6336758655483057,0.3622990146070356,2.137048668373544,1.7422124483214532,1.4647472129809989,0.7726556064935878,0.7010890710591876,0.6377009853929644
2022-05-10,PHO,DAL,110,80,HOME,0.6805241823369353,0.3194758176630646,0.7132611591375168,0.2867388408624832,0.7191175669626554,0.2801498194345101,0.5552816662694798,0.48749768160274076,0.47570044187454513,0.31947581766306465,0.28673884086248325,0.2808824330373446
2022-05-10,MIA,PHI,120,85,HOME,0.6372279938795401,0.3627720061204599,0.5221440007628135,0.4778559992371864,0.5766810901580423,0.4208364099802249,0.650118448011478,0.9374803560300337,0.7941543788604529,0.3627720061204599,0.47785599923718647,0.42331890984195775
2022-05-09,GSW,MEM,101,98,HOME,0.6572390444689693,0.3427609555310307,0.6825850738083217,0.3174149261916783,0.8097672352676999,0.18859400760366238,0.6055099061566598,0.5509192277376554,0.3044208248948492,0.3427609555310307,0.3174149261916783,0.1902327647323001
2022-05-09,MIL,BOS,108,116,AWAY,0.5086964512507188,0.4913035487492811,0.5899890280288517,0.4100109719711483,0.5315560161395962,0.4678229994440364,1.0253134349873203,1.286265577847943,1.095965304663027,0.5086964512507188,0.5899890280288518,0.5321770005559636
2022-05-08,PHI,MIA,116,108,HOME,0.6259703105060112,0.3740296894939888,0.6429065799387035,0.3570934200612965,0.5501036282732922,0.45033428918444623,0.6758338624922491,0.6373189785640048,0.8622246764076242,0.37402968949398885,0.3570934200612965,0.4498963717267078
2022-05-08,DAL,PHO,111,101,HOME,0.5737840701246225,0.4262159298753775,0.5099168876739237,0.4900831123260762,0.4245442197597863,0.5735472092779073,0.8014201795364982,0.9716659762580699,1.2360132647707238,0.4262159298753775,0.49008311232607626,0.5754557802402137
2022-05-07,GSW,MEM,142,112,HOME,0.6151778155258203,0.3848221844741797,0.593039688425117,0.406960311574883,0.7140481822602293,0.28261448060255573,0.7009246169581772,0.753799436358773,0.4859066677442243,0.3848221844741797,0.406960311574883,0.28595181773977074
2022-05-07,MIL,BOS,103,101,HOME,0.4945977079647135,0.5054022920352865,0.5438288796554851,0.4561711203445149,0.5536237282782406,0.44207127470399765,1.0156725407955878,0.8787753281707942,0.853022316768702,0.5054022920352865,0.4561711203445149,0.4463762717217594
2022-05-06,DAL,PHO,103,94,HOME,0.5496057753561607,0.4503942246438392,0.4697161708786917,0.5302838291213083,0.5091326529798494,0.4866285576395096,0.8635309305531929,1.09013883289714,0.9738864997601284,0.45039422464383927,0.5302838291213083,0.49086734702015056
2022-05-06,PHI,MIA,99,79,HOME,0.5910302878232467,0.4089697121767532,0.607530757168464,0.3924692428315359,0.5048032936858031,0.4936103159987565,0.7586960305204978,0.7189706456896596,0.9862067713959963,0.40896971217675326,0.39246924283153595,0.4951967063141969
2022-05-04,PHO,DAL,129,109,HOME,0.7008437602274937,0.2991562397725062,0.7541549612159609,0.245845038784039,0.6883681277533679,0.30789628717403034,0.5128352361980317,0.40706710082596403,0.538747794424775,0.29915623977250627,0.24584503878403907,0.31163187224663214
2022-05-04,MIA,PHI,119,103,HOME,0.6646133836760477,0.3353866163239523,0.655546292750727,0.344453707249273,0.7471501251794982,0.2490220617195645,0.5894127492413358,0.6092304319632607,0.4205299414427619,0.3353866163239523,0.34445370724927304,0.2528498748205018
2022-05-03,MEM,GSW,106,101,HOME,0.6525803704221709,0.3474196295778291,0.6106780709421742,0.3893219290578258,0.4633247013724591,0.5315560161395962,0.615772502983955,0.7115160550295989,1.1099044956209008,0.3474196295778291,0.3893219290578258,0.5366752986275409
