index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
30;Utah Jazz - Oklahoma City Thunder;bet-at-home;-213;+163;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
31;Utah Jazz - Oklahoma City Thunder;bet365;-213;+175;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
32;Utah Jazz - Oklahoma City Thunder;bwin;-208;+170;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
33;Utah Jazz - Oklahoma City Thunder;Coolbet;-217;+179;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
34;Utah Jazz - Oklahoma City Thunder;Marathonbet;-192;+175;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
35;Utah Jazz - Oklahoma City Thunder;Pinnacle;-192;+172;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
36;Utah Jazz - Oklahoma City Thunder;Unibet;-208;+175;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
37;Utah Jazz - Oklahoma City Thunder;William Hill;-208;+175;Tuesday, 24 Apr 2018, 02:30;Final result 113:96 (24:30, 34:22, 32:21, 23:23);1;Utah Jazz;Oklahoma City Thunder;24 Apr 2018;113;96 ;2017-2018
87;Chicago Bulls - Charlotte Hornets;1xBet;+188;-204;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
88;Chicago Bulls - Charlotte Hornets;bet-at-home;+172;-227;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
89;Chicago Bulls - Charlotte Hornets;bet365;+190;-233;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
90;Chicago Bulls - Charlotte Hornets;bwin;+170;-208;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
91;Chicago Bulls - Charlotte Hornets;Coolbet;+200;-227;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
92;Chicago Bulls - Charlotte Hornets;Marathonbet;+190;-208;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
93;Chicago Bulls - Charlotte Hornets;Pinnacle;+191;-213;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
94;Chicago Bulls - Charlotte Hornets;Unibet;+170;-204;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
95;Chicago Bulls - Charlotte Hornets;William Hill;+200;-238;Wednesday, 04 Apr 2018, 00:00;Final result 120:114 (19:22, 34:25, 33:32, 34:35);1;Chicago Bulls;Charlotte Hornets;04 Apr 2018;120;114;2017-2018
116;Houston Rockets - Chicago Bulls;1xBet;-1000;+860;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
117;Houston Rockets - Chicago Bulls;bet-at-home;-1667;+741;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
118;Houston Rockets - Chicago Bulls;bet365;-1667;+900;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
119;Houston Rockets - Chicago Bulls;bwin;-1667;+850;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
120;Houston Rockets - Chicago Bulls;Coolbet;-1429;+950;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
121;Houston Rockets - Chicago Bulls;Marathonbet;-1000;+840;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
122;Houston Rockets - Chicago Bulls;Pinnacle;-1250;+916;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
123;Houston Rockets - Chicago Bulls;Unibet;-1429;+950;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
124;Houston Rockets - Chicago Bulls;William Hill;-1667;+900;Wednesday, 28 Mar 2018, 00:00;Final result 118:86 (31:23, 29:16, 27:18, 31:29);1;Houston Rockets;Chicago Bulls;28 Mar 2018;118;86 ;2017-2018
145;Phoenix Suns - Detroit Pistons;1xBet;+244;-286;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
146;Phoenix Suns - Detroit Pistons;bet-at-home;+239;-323;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
147;Phoenix Suns - Detroit Pistons;bet365;+240;-303;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
148;Phoenix Suns - Detroit Pistons;bwin;+210;-278;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
149;Phoenix Suns - Detroit Pistons;Coolbet;+260;-303;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
150;Phoenix Suns - Detroit Pistons;Marathonbet;+258;-286;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
151;Phoenix Suns - Detroit Pistons;Pinnacle;+254;-286;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
152;Phoenix Suns - Detroit Pistons;Unibet;+254;-312;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
153;Phoenix Suns - Detroit Pistons;William Hill;+260;-323;Wednesday, 21 Mar 2018, 02:00;Final result 88:115 (19:19, 19:25, 26:36, 24:35);1;Phoenix Suns;Detroit Pistons;21 Mar 2018; 88;115;2017-2018
174;Utah Jazz - Detroit Pistons;1xBet;-400;+332;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
175;Utah Jazz - Detroit Pistons;bet-at-home;-455;+311;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
176;Utah Jazz - Detroit Pistons;bet365;-400;+320;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
177;Utah Jazz - Detroit Pistons;bwin;-400;+309;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
178;Utah Jazz - Detroit Pistons;Coolbet;-417;+330;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
179;Utah Jazz - Detroit Pistons;Marathonbet;-385;+340;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
180;Utah Jazz - Detroit Pistons;Pinnacle;-385;+330;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
181;Utah Jazz - Detroit Pistons;Unibet;-455;+359;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
182;Utah Jazz - Detroit Pistons;William Hill;-455;+325;Wednesday, 14 Mar 2018, 01:00;Final result 110:79 (42:21, 22:18, 22:20, 24:20);1;Utah Jazz;Detroit Pistons;14 Mar 2018;110;79 ;2017-2018
203;Detroit Pistons - Milwaukee Bucks;1xBet;-109;+100;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
204;Detroit Pistons - Milwaukee Bucks;bet-at-home;-120;-105;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
205;Detroit Pistons - Milwaukee Bucks;bet365;-125;+104;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
206;Detroit Pistons - Milwaukee Bucks;bwin;-128;+104;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
207;Detroit Pistons - Milwaukee Bucks;Coolbet;-120;+102;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
208;Detroit Pistons - Milwaukee Bucks;Marathonbet;-111;+102;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
209;Detroit Pistons - Milwaukee Bucks;Pinnacle;-111;+100;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
210;Detroit Pistons - Milwaukee Bucks;Unibet;-120;+102;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
211;Detroit Pistons - Milwaukee Bucks;William Hill;-120;+100;Wednesday, 28 Feb 2018, 23:00;Final result 110:87 (32:32, 21:12, 32:26, 25:17);1;Detroit Pistons;Milwaukee Bucks;28 Feb 2018;110;87 ;2017-2018
232;Milwaukee Bucks - Denver Nuggets;1xBet;-130;+121;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
233;Milwaukee Bucks - Denver Nuggets;bet-at-home;-135;+106;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
234;Milwaukee Bucks - Denver Nuggets;bet365;-141;+120;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
235;Milwaukee Bucks - Denver Nuggets;bwin;-139;+114;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
236;Milwaukee Bucks - Denver Nuggets;Coolbet;-139;+118;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
237;Milwaukee Bucks - Denver Nuggets;Marathonbet;-127;+117;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
238;Milwaukee Bucks - Denver Nuggets;Pinnacle;-125;+112;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
239;Milwaukee Bucks - Denver Nuggets;Unibet;-139;+117;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
240;Milwaukee Bucks - Denver Nuggets;William Hill;-141;+120;Friday, 16 Feb 2018, 00:00;Final result 123:134 (28:35, 34:39, 26:33, 35:27);1;Milwaukee Bucks;Denver Nuggets;16 Feb 2018;123;134;2017-2018
261;Golden State Warriors - Dallas Mavericks;1xBet;-1250;+950;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
262;Golden State Warriors - Dallas Mavericks;bet-at-home;-2000;+798;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
263;Golden State Warriors - Dallas Mavericks;bet365;-1429;+850;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
264;Golden State Warriors - Dallas Mavericks;bwin;-1111;+650;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
265;Golden State Warriors - Dallas Mavericks;Coolbet;-1429;+850;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
266;Golden State Warriors - Dallas Mavericks;Marathonbet;-1111;+900;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
267;Golden State Warriors - Dallas Mavericks;Pinnacle;-1250;+911;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
268;Golden State Warriors - Dallas Mavericks;Unibet;-1429;+950;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
269;Golden State Warriors - Dallas Mavericks;William Hill;-1429;+800;Friday, 09 Feb 2018, 02:30;Final result 121:103 (23:33, 37:27, 33:25, 28:18);1;Golden State Warriors;Dallas Mavericks;09 Feb 2018;121;103;2017-2018
290;Charlotte Hornets - Atlanta Hawks;1xBet;-294;+244;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
291;Charlotte Hornets - Atlanta Hawks;bet-at-home;-323;+239;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
292;Charlotte Hornets - Atlanta Hawks;bet365;-303;+240;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
293;Charlotte Hornets - Atlanta Hawks;bwin;-303;+240;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
294;Charlotte Hornets - Atlanta Hawks;Coolbet;-294;+240;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
295;Charlotte Hornets - Atlanta Hawks;Marathonbet;-278;+248;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
296;Charlotte Hornets - Atlanta Hawks;Pinnacle;-278;+248;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
297;Charlotte Hornets - Atlanta Hawks;Unibet;-263;+215;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
298;Charlotte Hornets - Atlanta Hawks;William Hill;-303;+250;Friday, 26 Jan 2018, 23:00;Final result 121:110 (30:26, 31:26, 29:34, 31:24);1;Charlotte Hornets;Atlanta Hawks;26 Jan 2018;121;110;2017-2018
319;Houston Rockets - Golden State Warriors;1xBet;+125;-143;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
320;Houston Rockets - Golden State Warriors;bet-at-home;+112;-145;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
321;Houston Rockets - Golden State Warriors;bet365;+125;-147;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
322;Houston Rockets - Golden State Warriors;bwin;+125;-154;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
323;Houston Rockets - Golden State Warriors;Coolbet;+131;-161;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
324;Houston Rockets - Golden State Warriors;Marathonbet;+127;-137;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
325;Houston Rockets - Golden State Warriors;Pinnacle;+124;-137;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
326;Houston Rockets - Golden State Warriors;Unibet;+117;-139;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
327;Houston Rockets - Golden State Warriors;William Hill;+125;-145;Sunday, 21 Jan 2018, 00:30;Final result 116:108 (40:28, 25:30, 27:33, 24:17);1;Houston Rockets;Golden State Warriors;21 Jan 2018;116;108;2017-2018
348;Boston Celtics - Philadelphia 76ers;1xBet;-147;+137;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
349;Boston Celtics - Philadelphia 76ers;bet-at-home;-154;+120;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
350;Boston Celtics - Philadelphia 76ers;bet365;-147;+125;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
351;Boston Celtics - Philadelphia 76ers;bwin;-149;+125;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
352;Boston Celtics - Philadelphia 76ers;Coolbet;-152;+123;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
353;Boston Celtics - Philadelphia 76ers;Marathonbet;-152;+139;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
354;Boston Celtics - Philadelphia 76ers;Pinnacle;-145;+131;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
355;Boston Celtics - Philadelphia 76ers;Unibet;-149;+125;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
356;Boston Celtics - Philadelphia 76ers;William Hill;-145;+125;Thursday, 18 Jan 2018, 23:00;Final result 80:89 (19:21, 13:18, 21:32, 27:18);1;Boston Celtics;Philadelphia 76ers;18 Jan 2018; 80;89 ;2017-2018
377;Miami Heat - Milwaukee Bucks;1xBet;-116;+108;Sunday, 14 Jan 2018, 17:00;Final result 97:79 (21:23, 20:20, 30:16, 26:20);1;Miami Heat;Milwaukee Bucks;14 Jan 2018; 97;79 ;2017-2018
378;Miami Heat - Milwaukee Bucks;bet-at-home;-125;-102;Sunday, 14 Jan 2018, 17:00;Final result 97:79 (21:23, 20:20, 30:16, 26:20);1;Miami Heat;Milwaukee Bucks;14 Jan 2018; 97;79 ;2017-2018
379;Miami Heat - Milwaukee Bucks;bet365;-125;+104;Sunday, 14 Jan 2018, 17:00;Final result 97:79 (21:23, 20:20, 30:16, 26:20);1;Miami Heat;Milwaukee Bucks;14 Jan 2018; 97;79 ;2017-2018
380;Miami Heat - Milwaukee Bucks;bwin;-139;+114;Sunday, 14 Jan 2018, 17:00;Final result 97:79 (21:23, 20:20, 30:16, 26:20);1;Miami Heat;Milwaukee Bucks;14 Jan 2018; 97;79 ;2017-2018
381;Miami Heat - Milwaukee Bucks;Coolbet;-143;+117;Sunday, 14 Jan 2018, 17:00;Final result 97:79 (21:23, 20:20, 30:16, 26:20);1;Miami Heat;Milwaukee Bucks;14 Jan 2018; 97;79 ;2017-2018
