Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
Houston Rockets;Portland Trail Blazers;bet-at-home;-250;+185;21 Apr 2014;120;122;2013-2014
Houston Rockets;Portland Trail Blazers;bet365;-238;+195;21 Apr 2014;120;122;2013-2014
Houston Rockets;Portland Trail Blazers;bwin;-233;+190;21 Apr 2014;120;122;2013-2014
Houston Rockets;Portland Trail Blazers;Marathonbet;-217;+198;21 Apr 2014;120;122;2013-2014
Houston Rockets;Portland Trail Blazers;Pinnacle;-233;+204;21 Apr 2014;120;122;2013-2014
Houston Rockets;Portland Trail Blazers;Unibet;-233;+185;21 Apr 2014;120;122;2013-2014
Houston Rockets;Portland Trail Blazers;William Hill;-238;+200;21 Apr 2014;120;122;2013-2014
Milwaukee Bucks;Atlanta Hawks;bet-at-home;-167;+125;17 Apr 2014;103;111;2013-2014
Milwaukee Bucks;Atlanta Hawks;bet365;-156;+135;17 Apr 2014;103;111;2013-2014
Milwaukee Bucks;Atlanta Hawks;bwin;-154;+129;17 Apr 2014;103;111;2013-2014
Milwaukee Bucks;Atlanta Hawks;Marathonbet;-147;+135;17 Apr 2014;103;111;2013-2014
Milwaukee Bucks;Atlanta Hawks;Pinnacle;-147;+133;17 Apr 2014;103;111;2013-2014
Milwaukee Bucks;Atlanta Hawks;Unibet;-167;+135;17 Apr 2014;103;111;2013-2014
Milwaukee Bucks;Atlanta Hawks;William Hill;-164;+145;17 Apr 2014;103;111;2013-2014
Los Angeles Lakers;Golden State Warriors;bet-at-home;+359;-526;12 Apr 2014; 95;112;2013-2014
Los Angeles Lakers;Golden State Warriors;bet365;+475;-667;12 Apr 2014; 95;112;2013-2014
Los Angeles Lakers;Golden State Warriors;bwin;+400;-556;12 Apr 2014; 95;112;2013-2014
Los Angeles Lakers;Golden State Warriors;Marathonbet;+430;-500;12 Apr 2014; 95;112;2013-2014
Los Angeles Lakers;Golden State Warriors;Pinnacle;+430;-500;12 Apr 2014; 95;112;2013-2014
Los Angeles Lakers;Golden State Warriors;Unibet;+425;-588;12 Apr 2014; 95;112;2013-2014
Los Angeles Lakers;Golden State Warriors;William Hill;+375;-500;12 Apr 2014; 95;112;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;bet-at-home;+150;-200;12 Apr 2014;119;116;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;bet365;+175;-213;12 Apr 2014;119;116;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;bwin;+165;-200;12 Apr 2014;119;116;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;Marathonbet;+172;-189;12 Apr 2014;119;116;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;Pinnacle;+166;-185;12 Apr 2014;119;116;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;Unibet;+154;-189;12 Apr 2014;119;116;2013-2014
Milwaukee Bucks;Cleveland Cavaliers;William Hill;+160;-179;12 Apr 2014;119;116;2013-2014
Chicago Bulls;Detroit Pistons;bet-at-home;-625;+400;12 Apr 2014;106;98 ;2013-2014
Chicago Bulls;Detroit Pistons;bet365;-625;+450;12 Apr 2014;106;98 ;2013-2014
Chicago Bulls;Detroit Pistons;bwin;-625;+450;12 Apr 2014;106;98 ;2013-2014
Chicago Bulls;Detroit Pistons;Marathonbet;-588;+509;12 Apr 2014;106;98 ;2013-2014
Chicago Bulls;Detroit Pistons;Pinnacle;-556;+465;12 Apr 2014;106;98 ;2013-2014
Chicago Bulls;Detroit Pistons;Unibet;-625;+440;12 Apr 2014;106;98 ;2013-2014
Chicago Bulls;Detroit Pistons;William Hill;-714;+500;12 Apr 2014;106;98 ;2013-2014
Philadelphia 76ers;Brooklyn Nets;bet-at-home;+525;-833;05 Apr 2014;101;105;2013-2014
Philadelphia 76ers;Brooklyn Nets;bet365;+475;-667;05 Apr 2014;101;105;2013-2014
Philadelphia 76ers;Brooklyn Nets;bwin;+480;-714;05 Apr 2014;101;105;2013-2014
Philadelphia 76ers;Brooklyn Nets;Marathonbet;+509;-588;05 Apr 2014;101;105;2013-2014
Philadelphia 76ers;Brooklyn Nets;Pinnacle;+545;-667;05 Apr 2014;101;105;2013-2014
Philadelphia 76ers;Brooklyn Nets;Unibet;+500;-714;05 Apr 2014;101;105;2013-2014
Philadelphia 76ers;Brooklyn Nets;William Hill;+450;-667;05 Apr 2014;101;105;2013-2014
Washington Wizards;Chicago Bulls;bet-at-home;-143;+110;05 Apr 2014; 78;96 ;2013-2014
Washington Wizards;Chicago Bulls;bet365;-141;+120;05 Apr 2014; 78;96 ;2013-2014
Washington Wizards;Chicago Bulls;bwin;-137;+114;05 Apr 2014; 78;96 ;2013-2014
Washington Wizards;Chicago Bulls;Marathonbet;-122;+112;05 Apr 2014; 78;96 ;2013-2014
Washington Wizards;Chicago Bulls;Pinnacle;-135;+122;05 Apr 2014; 78;96 ;2013-2014
Washington Wizards;Chicago Bulls;Unibet;-137;+112;05 Apr 2014; 78;96 ;2013-2014
Washington Wizards;Chicago Bulls;William Hill;-130;+110;05 Apr 2014; 78;96 ;2013-2014
Los Angeles Lakers;Dallas Mavericks;bet-at-home;+290;-400;05 Apr 2014; 95;107;2013-2014
Los Angeles Lakers;Dallas Mavericks;bet365;+325;-435;05 Apr 2014; 95;107;2013-2014
Los Angeles Lakers;Dallas Mavericks;bwin;+290;-370;05 Apr 2014; 95;107;2013-2014
Los Angeles Lakers;Dallas Mavericks;Marathonbet;+380;-435;05 Apr 2014; 95;107;2013-2014
Los Angeles Lakers;Dallas Mavericks;Pinnacle;+309;-357;05 Apr 2014; 95;107;2013-2014
Los Angeles Lakers;Dallas Mavericks;Unibet;+280;-357;05 Apr 2014; 95;107;2013-2014
Los Angeles Lakers;Dallas Mavericks;William Hill;+280;-357;05 Apr 2014; 95;107;2013-2014
Houston Rockets;Oklahoma City Thunder;bet-at-home;-154;+120;05 Apr 2014;111;107;2013-2014
Houston Rockets;Oklahoma City Thunder;bet365;-152;+129;05 Apr 2014;111;107;2013-2014
Houston Rockets;Oklahoma City Thunder;bwin;-130;+110;05 Apr 2014;111;107;2013-2014
Houston Rockets;Oklahoma City Thunder;Marathonbet;-130;+120;05 Apr 2014;111;107;2013-2014
Houston Rockets;Oklahoma City Thunder;Pinnacle;-145;+131;05 Apr 2014;111;107;2013-2014
Houston Rockets;Oklahoma City Thunder;Unibet;-139;+114;05 Apr 2014;111;107;2013-2014
Houston Rockets;Oklahoma City Thunder;William Hill;-141;+120;05 Apr 2014;111;107;2013-2014
Chicago Bulls;Milwaukee Bucks;bet-at-home;-1111;+650;05 Apr 2014;102;90 ;2013-2014
Chicago Bulls;Milwaukee Bucks;bet365;-909;+600;05 Apr 2014;102;90 ;2013-2014
Chicago Bulls;Milwaukee Bucks;bwin;-909;+600;05 Apr 2014;102;90 ;2013-2014
Chicago Bulls;Milwaukee Bucks;Marathonbet;-769;+620;05 Apr 2014;102;90 ;2013-2014
Chicago Bulls;Milwaukee Bucks;Pinnacle;-833;+638;05 Apr 2014;102;90 ;2013-2014
Chicago Bulls;Milwaukee Bucks;Unibet;-909;+600;05 Apr 2014;102;90 ;2013-2014
Chicago Bulls;Milwaukee Bucks;William Hill;-1000;+650;05 Apr 2014;102;90 ;2013-2014
Philadelphia 76ers;Detroit Pistons;bet-at-home;+210;-286;29 Mar 2014;123;98 ;2013-2014
Philadelphia 76ers;Detroit Pistons;bet365;+204;-250;29 Mar 2014;123;98 ;2013-2014
Philadelphia 76ers;Detroit Pistons;bwin;+200;-250;29 Mar 2014;123;98 ;2013-2014
Philadelphia 76ers;Detroit Pistons;Marathonbet;+240;-263;29 Mar 2014;123;98 ;2013-2014
Philadelphia 76ers;Detroit Pistons;Pinnacle;+218;-244;29 Mar 2014;123;98 ;2013-2014
Philadelphia 76ers;Detroit Pistons;Unibet;+210;-263;29 Mar 2014;123;98 ;2013-2014
Philadelphia 76ers;Detroit Pistons;William Hill;+210;-250;29 Mar 2014;123;98 ;2013-2014
Phoenix Suns;New York Knicks;bet-at-home;-250;+185;29 Mar 2014;112;88 ;2013-2014
Phoenix Suns;New York Knicks;bet365;-263;+220;29 Mar 2014;112;88 ;2013-2014
Phoenix Suns;New York Knicks;bwin;-250;+200;29 Mar 2014;112;88 ;2013-2014
Phoenix Suns;New York Knicks;Marathonbet;-208;+190;29 Mar 2014;112;88 ;2013-2014
Phoenix Suns;New York Knicks;Pinnacle;-244;+218;29 Mar 2014;112;88 ;2013-2014
Phoenix Suns;New York Knicks;Unibet;-263;+204;29 Mar 2014;112;88 ;2013-2014
Phoenix Suns;New York Knicks;William Hill;-250;+210;29 Mar 2014;112;88 ;2013-2014
New York Knicks;Cleveland Cavaliers;bet-at-home;-714;+475;23 Mar 2014;100;106;2013-2014
New York Knicks;Cleveland Cavaliers;bet365;-625;+450;23 Mar 2014;100;106;2013-2014
New York Knicks;Cleveland Cavaliers;bwin;-588;+430;23 Mar 2014;100;106;2013-2014
New York Knicks;Cleveland Cavaliers;Marathonbet;-476;+420;23 Mar 2014;100;106;2013-2014
New York Knicks;Cleveland Cavaliers;Pinnacle;-500;+423;23 Mar 2014;100;106;2013-2014
New York Knicks;Cleveland Cavaliers;Unibet;-714;+500;23 Mar 2014;100;106;2013-2014
New York Knicks;Cleveland Cavaliers;William Hill;-588;+450;23 Mar 2014;100;106;2013-2014
Utah Jazz;Memphis Grizzlies;bet-at-home;+290;-400;27 Mar 2014; 87;91 ;2013-2014
Utah Jazz;Memphis Grizzlies;bet365;+325;-435;27 Mar 2014; 87;91 ;2013-2014
Utah Jazz;Memphis Grizzlies;bwin;+340;-455;27 Mar 2014; 87;91 ;2013-2014
Utah Jazz;Memphis Grizzlies;Marathonbet;+380;-435;27 Mar 2014; 87;91 ;2013-2014
Utah Jazz;Memphis Grizzlies;Pinnacle;+358;-417;27 Mar 2014; 87;91 ;2013-2014
Utah Jazz;Memphis Grizzlies;Unibet;+309;-417;27 Mar 2014; 87;91 ;2013-2014
Utah Jazz;Memphis Grizzlies;William Hill;+290;-385;27 Mar 2014; 87;91 ;2013-2014
Toronto Raptors;Atlanta Hawks;bet-at-home;-400;+290;23 Mar 2014; 96;86 ;2013-2014
Toronto Raptors;Atlanta Hawks;bet365;-370;+290;23 Mar 2014; 96;86 ;2013-2014
Toronto Raptors;Atlanta Hawks;bwin;-345;+275;23 Mar 2014; 96;86 ;2013-2014
Toronto Raptors;Atlanta Hawks;Marathonbet;-333;+300;23 Mar 2014; 96;86 ;2013-2014
Toronto Raptors;Atlanta Hawks;Pinnacle;-345;+305;23 Mar 2014; 96;86 ;2013-2014
Toronto Raptors;Atlanta Hawks;Unibet;-303;+240;23 Mar 2014; 96;86 ;2013-2014
Toronto Raptors;Atlanta Hawks;William Hill;-345;+275;23 Mar 2014; 96;86 ;2013-2014
Los Angeles Clippers;Detroit Pistons;bet-at-home;-1429;+700;23 Mar 2014;112;103;2013-2014
Los Angeles Clippers;Detroit Pistons;bet365;-1667;+900;23 Mar 2014;112;103;2013-2014
Los Angeles Clippers;Detroit Pistons;bwin;-1429;+800;23 Mar 2014;112;103;2013-2014
Los Angeles Clippers;Detroit Pistons;Marathonbet;-1000;+800;23 Mar 2014;112;103;2013-2014
Los Angeles Clippers;Detroit Pistons;Pinnacle;-1429;+975;23 Mar 2014;112;103;2013-2014
Los Angeles Clippers;Detroit Pistons;Unibet;-1429;+900;23 Mar 2014;112;103;2013-2014
Los Angeles Clippers;Detroit Pistons;William Hill;-1667;+800;23 Mar 2014;112;103;2013-2014
Chicago Bulls;Philadelphia 76ers;bet-at-home;-5000;+1200;23 Mar 2014; 91;81 ;2013-2014
Chicago Bulls;Philadelphia 76ers;bet365;-2500;+1200;23 Mar 2014; 91;81 ;2013-2014
Chicago Bulls;Philadelphia 76ers;bwin;-2000;+1000;23 Mar 2014; 91;81 ;2013-2014
Chicago Bulls;Philadelphia 76ers;Marathonbet;-1250;+1000;23 Mar 2014; 91;81 ;2013-2014
Chicago Bulls;Philadelphia 76ers;Pinnacle;-2000;+1200;23 Mar 2014; 91;81 ;2013-2014
Chicago Bulls;Philadelphia 76ers;Unibet;-2000;+1150;23 Mar 2014; 91;81 ;2013-2014
Chicago Bulls;Philadelphia 76ers;William Hill;-5000;+1600;23 Mar 2014; 91;81 ;2013-2014
Boston Celtics;Detroit Pistons;bet-at-home;-125;-111;09 Mar 2014;118;111;2013-2014
Boston Celtics;Detroit Pistons;bet365;-116;-105;09 Mar 2014;118;111;2013-2014
Boston Celtics;Detroit Pistons;bwin;-110;-110;09 Mar 2014;118;111;2013-2014
Boston Celtics;Detroit Pistons;Marathonbet;-104;-104;09 Mar 2014;118;111;2013-2014
Boston Celtics;Detroit Pistons;Pinnacle;-110;+100;09 Mar 2014;118;111;2013-2014
Boston Celtics;Detroit Pistons;Unibet;-114;-109;09 Mar 2014;118;111;2013-2014
Boston Celtics;Detroit Pistons;William Hill;-115;-105;09 Mar 2014;118;111;2013-2014
Washington Wizards;Memphis Grizzlies;bet-at-home;+100;-133;03 Mar 2014;104;110;2013-2014
Washington Wizards;Memphis Grizzlies;bet365;+110;-132;03 Mar 2014;104;110;2013-2014
Washington Wizards;Memphis Grizzlies;bwin;+110;-130;03 Mar 2014;104;110;2013-2014
Washington Wizards;Memphis Grizzlies;Marathonbet;+120;-130;03 Mar 2014;104;110;2013-2014
Washington Wizards;Memphis Grizzlies;Pinnacle;+108;-120;03 Mar 2014;104;110;2013-2014
Washington Wizards;Memphis Grizzlies;Unibet;+108;-133;03 Mar 2014;104;110;2013-2014
Washington Wizards;Memphis Grizzlies;William Hill;+110;-130;03 Mar 2014;104;110;2013-2014
Oklahoma City Thunder;Charlotte Hornets;bet-at-home;-667;+450;02 Mar 2014;116;99 ;2013-2014
Oklahoma City Thunder;Charlotte Hornets;bet365;-714;+500;02 Mar 2014;116;99 ;2013-2014
Oklahoma City Thunder;Charlotte Hornets;bwin;-714;+480;02 Mar 2014;116;99 ;2013-2014
Oklahoma City Thunder;Charlotte Hornets;Marathonbet;-667;+550;02 Mar 2014;116;99 ;2013-2014
Oklahoma City Thunder;Charlotte Hornets;Pinnacle;-667;+555;02 Mar 2014;116;99 ;2013-2014
Oklahoma City Thunder;Charlotte Hornets;Unibet;-769;+550;02 Mar 2014;116;99 ;2013-2014
Oklahoma City Thunder;Charlotte Hornets;William Hill;-588;+450;02 Mar 2014;116;99 ;2013-2014
Dallas Mavericks;Chicago Bulls;bet-at-home;-200;+150;01 Mar 2014; 91;100;2013-2014
Dallas Mavericks;Chicago Bulls;bet365;-182;+160;01 Mar 2014; 91;100;2013-2014
Dallas Mavericks;Chicago Bulls;bwin;-192;+160;01 Mar 2014; 91;100;2013-2014
Dallas Mavericks;Chicago Bulls;Marathonbet;-185;+170;01 Mar 2014; 91;100;2013-2014
Dallas Mavericks;Chicago Bulls;Pinnacle;-179;+159;01 Mar 2014; 91;100;2013-2014
Dallas Mavericks;Chicago Bulls;Unibet;-189;+150;01 Mar 2014; 91;100;2013-2014
Dallas Mavericks;Chicago Bulls;William Hill;-179;+150;01 Mar 2014; 91;100;2013-2014
New York Knicks;Dallas Mavericks;bet-at-home;+110;-143;24 Feb 2014;108;110;2013-2014
New York Knicks;Dallas Mavericks;bet365;+129;-152;24 Feb 2014;108;110;2013-2014
New York Knicks;Dallas Mavericks;bwin;+129;-154;24 Feb 2014;108;110;2013-2014
New York Knicks;Dallas Mavericks;Marathonbet;+138;-149;24 Feb 2014;108;110;2013-2014
New York Knicks;Dallas Mavericks;Pinnacle;+124;-137;24 Feb 2014;108;110;2013-2014
New York Knicks;Dallas Mavericks;Unibet;+125;-154;24 Feb 2014;108;110;2013-2014
New York Knicks;Dallas Mavericks;William Hill;+125;-145;24 Feb 2014;108;110;2013-2014
Los Angeles Lakers;Brooklyn Nets;bet-at-home;+120;-154;24 Feb 2014;102;108;2013-2014
Los Angeles Lakers;Brooklyn Nets;bet365;+125;-147;24 Feb 2014;102;108;2013-2014
Los Angeles Lakers;Brooklyn Nets;bwin;+135;-164;24 Feb 2014;102;108;2013-2014
Los Angeles Lakers;Brooklyn Nets;Marathonbet;+129;-141;24 Feb 2014;102;108;2013-2014
Los Angeles Lakers;Brooklyn Nets;Pinnacle;+127;-141;24 Feb 2014;102;108;2013-2014
Los Angeles Lakers;Brooklyn Nets;Unibet;+125;-154;24 Feb 2014;102;108;2013-2014
Los Angeles Lakers;Brooklyn Nets;William Hill;+120;-141;24 Feb 2014;102;108;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;bet-at-home;-167;+129;24 Feb 2014;108;97 ;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;bet365;-172;+150;24 Feb 2014;108;97 ;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;bwin;-167;+140;24 Feb 2014;108;97 ;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;Marathonbet;-175;+160;24 Feb 2014;108;97 ;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;Pinnacle;-167;+150;24 Feb 2014;108;97 ;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;Unibet;-172;+140;24 Feb 2014;108;97 ;2013-2014
Portland Trail Blazers;Minnesota Timberwolves;William Hill;-169;+150;24 Feb 2014;108;97 ;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;bet-at-home;+450;-667;14 Feb 2014;103;107;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;bet365;+550;-833;14 Feb 2014;103;107;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;bwin;+500;-714;14 Feb 2014;103;107;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;Marathonbet;+509;-588;14 Feb 2014;103;107;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;Pinnacle;+545;-667;14 Feb 2014;103;107;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;Unibet;+500;-714;14 Feb 2014;103;107;2013-2014
Los Angeles Lakers;Oklahoma City Thunder;William Hill;+550;-833;14 Feb 2014;103;107;2013-2014
Golden State Warriors;Miami Heat;bet-at-home;-125;-111;13 Feb 2014;110;111;2013-2014
Golden State Warriors;Miami Heat;bet365;+100;-120;13 Feb 2014;110;111;2013-2014
Golden State Warriors;Miami Heat;bwin;-102;-118;13 Feb 2014;110;111;2013-2014
Golden State Warriors;Miami Heat;Marathonbet;-106;-102;13 Feb 2014;110;111;2013-2014
Golden State Warriors;Miami Heat;Pinnacle;-102;-108;13 Feb 2014;110;111;2013-2014
Golden State Warriors;Miami Heat;Unibet;-114;-109;13 Feb 2014;110;111;2013-2014
Golden State Warriors;Miami Heat;William Hill;-110;-110;13 Feb 2014;110;111;2013-2014
New York Knicks;Denver Nuggets;bet-at-home;-143;+110;07 Feb 2014;117;90 ;2013-2014
New York Knicks;Denver Nuggets;bet365;-135;+114;07 Feb 2014;117;90 ;2013-2014
New York Knicks;Denver Nuggets;bwin;-130;+110;07 Feb 2014;117;90 ;2013-2014
New York Knicks;Denver Nuggets;Marathonbet;-122;+112;07 Feb 2014;117;90 ;2013-2014
New York Knicks;Denver Nuggets;Pinnacle;-125;+112;07 Feb 2014;117;90 ;2013-2014
New York Knicks;Denver Nuggets;Unibet;-128;+104;07 Feb 2014;117;90 ;2013-2014
New York Knicks;Denver Nuggets;William Hill;-130;+110;07 Feb 2014;117;90 ;2013-2014
Orlando Magic;Oklahoma City Thunder;bet-at-home;+400;-588;07 Feb 2014;103;102;2013-2014
